"The data lists trees maintained by the City of Edinburgh Council. The data is updated on a regular basis, please contact the Open Data team if you are looking for the most up to date version.",,,,
,,,,
Tilia spp.,Lime spp,"Ballantyne Road, Edinburgh"," 326534,676336",Middle Aged
Acer platanoides,Norway Maple,"Ballantyne Road, Edinburgh"," 326530,676335",Middle Aged
Fraxinus excelsior,Common Ash,"Ballantyne Road, Edinburgh"," 326544,676348",Middle Aged
Prunus avium 'Plena',Double Cherry,"Balmwell Avenue, Edinburgh"," 327746,668425",Juvenile
Prunus padus 'Wateri',Bird Cherry 'Wateri',"Balmwell Avenue, Edinburgh"," 327745,668431",Juvenile
Tilia spp.,Lime spp,"Balmwell Avenue, Edinburgh"," 327716,668353",Middle Aged
Acer pseudoplatanus,Sycamore,"Balmwell Avenue, Edinburgh"," 327588,668344",Middle Aged
Prunus avium 'Plena',Double Cherry,"Balmwell Grove, Edinburgh"," 327700,668446",Juvenile
Prunus padus 'Wateri',Bird Cherry 'Wateri',"Balmwell Grove, Edinburgh"," 327706,668442",Juvenile
Prunus kanzan,Kanzan Cherry,"Balmwell Park, Edinburgh"," 327681,668462",Juvenile
Prunus padus 'Wateri',Bird Cherry 'Wateri',"Balmwell Park, Edinburgh"," 327682,668453",Juvenile
Prunus padus 'Wateri',Bird Cherry 'Wateri',"Balmwell Park, Edinburgh"," 327676,668450",Juvenile
Prunus padus 'Wateri',Bird Cherry 'Wateri',"Balmwell Park, Edinburgh"," 327682,668448",Juvenile
Betula papyrifera,Paper Birch,"Balmwell Park, Edinburgh"," 327640,668463",Juvenile
Prunus avium 'Plena',Double Cherry,"Balmwell Park, Edinburgh"," 327643,668472",Juvenile
Prunus avium 'Plena',Double Cherry,"Balmwell Park, Edinburgh"," 327638,668474",Juvenile
Prunus avium 'Plena',Double Cherry,"Balmwell Park, Edinburgh"," 327644,668478",Juvenile
Acer platanoides,Norway Maple,"Baltic Street, Edinburgh"," 327333,676431",Middle Aged
Ulmus glabra,Wych Elm,"Bangor Road, Edinburgh"," 326594,676189",Middle Aged
Acer pseudoplatanus,Sycamore,"Bellenden Gardens, Edinburgh"," 328110,670568",Middle Aged
Ulmus glabra,Wych Elm,"Blackford Glen Road, Edinburgh"," 326337,670175",Semi-mature
Ulmus spp.,Elm spp,"Blackford Glen Road, Edinburgh"," 326500,670188",
Sorbus aucuparia,Rowan,"Blandfield, Edinburgh"," 325971,675388",Semi-mature
Ulmus spp.,Elm spp,"Bonnington Avenue, Edinburgh"," 325898,676081",Middle Aged
Fraxinus excelsior,Common Ash,"Bonnington Gait, Edinburgh"," 326441,675873",Juvenile
Ulmus glabra,Wych Elm,"Boothacre Cottages, Edinburgh"," 328215,675865",Middle Aged
Prunus 'Kanzan',Pink Japanese Cherry,"Boothacre Cottages, Edinburgh"," 328205,675859",Middle Aged
Ulmus spp.,Elm spp,"Boothacre Cottages, Edinburgh"," 328233,675911",Semi-mature
Alnus spp.,Alder spp,Broughton Primary School," 325897,675336",Mature
Prunus spp.,Cherry spp,Broughton Primary School," 325891,675335",Mature
Sorbus aucuparia,Rowan,Broughton Primary School," 325927,675282",Semi-mature
Malus tschonoskii,Pillar Apple,Broughton Primary School," 325931,675278",Semi-mature
Pyrus salicifolia 'Pendula',Weeping Pear,Broughton Primary School," 325934,675282",Semi-mature
Tilia spp.,Lime spp,Broughton Primary School," 325848,675355",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325850,675358",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325852,675363",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325855,675368",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325857,675372",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325861,675380",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325863,675385",Juvenile
Tilia spp.,Lime spp,Broughton Primary School," 325865,675390",Juvenile
Betula jacquemontii,Jacquemont's Birch,"Broughton Road, Edinburgh"," 325581,675238",Semi-mature
Betula jacquemontii,Jacquemont's Birch,"Broughton Road, Edinburgh"," 325585,675238",Semi-mature
Betula jacquemontii,Jacquemont's Birch,"Broughton Road, Edinburgh"," 325589,675238",Semi-mature
Prunus spp.,Cherry spp,"Brunswick Road, Edinburgh"," 326715,674762",Semi-mature
Prunus spp.,Cherry spp,"Brunswick Road, Edinburgh"," 326720,674773",Semi-mature
Acer platanoides,Norway Maple,"Brunswick Road, Edinburgh"," 326875,674820",Semi-mature
Ulmus spp.,Elm spp,"Brunswick Road, Edinburgh"," 326911,674815",Semi-mature
Acer platanoides,Norway Maple,"Brunswick Road, Edinburgh"," 326727,674761",Mature
Sorbus aucuparia,Rowan,"Brunswick Road, Edinburgh"," 326719,674750",Semi-mature
